Soil_Moisture(%),Nitrogen(ppm),Phosphorus(ppm),Potassium(ppm),Light_Density(Lux),Irrigation(Liters),Soil_pH,EC(dS/m),Temperature(°C),Humidity(%)
21,69,29,43,14050,6,6.57,1.34,34.1,53
45,57,27,42,18671,4,6.36,1.05,32.6,61
53,54,21,59,11571,1,7.06,1.2,28.9,63
43,48,28,48,5612,0,6.88,1.01,25.7,68
46,74,36,81,14104,3,6.93,2.29,30.8,61
39,61,39,73,15150,2,6.56,1.95,32.3,43
32,77,26,42,16377,6,7.08,1.41,33.5,59
39,42,21,67,11457,4,6.8,1.13,28.7,55
38,48,21,67,10163,0,6.41,1.24,29.7,65
48,52,33,76,13469,4,6.62,1.72,31.1,47
24,51,29,40,6841,8,6.69,0.94,26.9,59
20,46,22,71,12224,10,6.88,1.3,29.1,57
49,54,39,87,15338,0,7.65,2.08,31.4,54
21,48,17,83,17653,6,7.28,1.47,34.1,54
45,68,25,86,8163,2,7.05,2.06,26.5,60
26,76,39,52,10025,7,6.59,1.83,26.9,63
23,54,26,46,12859,11,6.44,1.05,31.1,57
21,62,21,49,11755,9,6.89,1.17,30.6,53
47,67,19,72,13121,4,7.08,1.66,29.6,59
38,69,19,70,7294,3,6.29,1.66,26.6,67
25,57,31,42,4261,6,7.01,1.13,23.4,67
49,69,26,55,18463,0,6.39,1.51,35.5,55
31,55,27,53,8947,5,6.76,1.22,28.1,61
25,54,16,74,14273,5,6.75,1.4,32.7,50
52,66,27,46,17980,1,6.94,1.3,32.8,58
37,70,20,64,13233,0,6.37,1.59,29.9,64
19,68,39,77,16712,9,7.1,2.16,34.6,49
22,48,37,59,10354,10,6.57,1.4,28.6,61
33,56,38,47,22876,6,6.54,1.34,38.9,41
23,44,31,58,14785,9,6.89,1.19,32.2,47
29,76,38,86,15608,7,6.77,2.46,32.3,65
39,78,36,49,8618,4,6.62,1.76,29.6,53
31,40,20,67,13036,3,6.51,1.07,29.9,61
29,79,32,54,14716,7,6.67,1.8,31.6,56
19,50,29,42,16069,6,6.63,0.96,31.7,59
35,77,19,56,12977,2,6.34,1.55,29.4,67
43,66,26,86,9493,4,6.61,2.04,28.4,65
47,71,32,58,14444,2,6.97,1.72,33.9,47
32,44,15,46,13369,3,6.63,0.65,32.7,57
54,44,33,74,11745,4,6.28,1.53,31.0,49
27,66,37,79,7507,3,6.58,2.12,27.7,63
33,65,37,87,12957,7,6.7,2.25,30.2,62
51,70,22,41,14305,0,6.66,1.19,31.6,60
42,46,33,51,18618,4,6.74,1.13,36.1,45
27,76,26,54,13025,5,7.08,1.62,29.7,47
29,63,32,61,10185,3,7.08,1.62,29.3,58
39,64,34,89,21446,2,6.34,2.21,35.0,58
44,56,24,79,4785,4,6.66,1.68,25.1,62
26,65,17,50,8125,6,6.57,1.17,26.4,62
51,69,20,45,18696,4,6.57,1.2,34.8,52
19,65,15,54,12321,11,6.74,1.2,28.2,64
52,54,36,44,9922,1,6.81,1.2,28.9,63
47,40,30,45,15837,3,6.78,0.84,32.2,56
20,40,29,88,7903,10,6.52,1.64,26.3,62
23,46,20,87,10094,7,6.62,1.57,29.8,67
28,55,23,41,7563,7,6.65,0.92,26.2,72
35,70,19,73,14301,3,6.73,1.74,34.1,52
27,44,27,80,13494,4,6.26,1.53,31.1,55
46,47,16,49,10335,4,6.66,0.79,28.1,62
37,49,17,88,9275,1,6.97,1.59,28.8,56
24,59,22,65,11020,10,6.31,1.43,29.3,59
41,56,29,87,6175,1,6.79,1.93,27.0,65
42,57,37,81,8850,0,7.11,1.99,26.4,67
28,64,29,71,18250,5,6.92,1.78,33.4,62
33,46,38,40,8994,7,6.81,1.01,27.1,68
18,57,18,66,9928,7,6.74,1.34,27.5,58
27,60,36,57,12523,4,6.63,1.57,31.3,52
27,72,16,89,20292,4,6.52,2.02,34.9,56
28,74,26,59,9302,3,6.58,1.68,25.4,67
25,43,17,63,15569,7,7.08,1.0,30.4,65
44,74,21,79,7854,3,6.79,1.97,27.9,58
36,62,16,75,20170,1,6.31,1.57,34.3,50
49,45,28,67,4965,0,7.1,1.32,23.7,62
28,75,19,81,8331,4,6.82,1.99,27.5,62
43,78,21,53,23889,1,6.64,1.55,36.2,62
53,67,34,52,7055,0,6.53,1.57,28.5,53
51,64,36,41,5871,4,6.72,1.34,25.5,64
36,54,27,69,14587,1,7.08,1.51,32.7,58
22,51,31,42,14679,8,7.0,1.01,31.8,59
33,49,39,54,9043,7,6.99,1.36,29.1,66
20,73,17,89,14141,6,6.37,2.06,31.3,60
41,73,37,43,12363,0,7.13,1.57,28.6,62
48,59,19,42,13895,3,6.75,0.94,32.8,65
20,44,24,75,17647,9,6.93,1.38,35.8,54
40,59,25,86,14867,4,6.61,1.89,31.2,59
20,51,32,59,12088,9,6.68,1.36,29.0,62
44,59,16,61,4000,0,6.69,1.24,24.2,62
46,71,35,44,12562,1,7.11,1.51,29.4,61
46,51,32,68,15039,0,6.8,1.53,33.6,60
25,48,20,58,4124,3,6.27,1.05,23.6,71
27,63,23,63,16111,7,6.41,1.49,33.3,63
38,62,16,70,10210,2,6.35,1.47,29.0,59
31,57,35,64,6797,6,6.51,1.62,28.5,57
42,62,28,75,15483,1,6.17,1.8,32.0,45
18,41,18,88,16066,11,6.52,1.45,35.0,51
23,65,39,78,9210,11,6.88,2.12,26.7,68
24,63,38,50,11288,11,6.76,1.53,30.0,55
33,75,38,50,8229,6,6.54,1.76,26.4,61
43,45,17,87,10529,4,6.17,1.49,31.6,49
54,40,33,43,19075,4,6.39,0.86,34.2,60
39,66,25,89,15762,2,6.31,2.08,34.5,53
25,60,37,50,14914,7,7.26,1.45,32.1,58
47,54,16,67,7458,2,6.88,1.26,27.3,76
45,54,17,62,15820,2,6.6,1.19,34.4,47
31,78,26,62,5479,6,6.45,1.81,24.5,58
40,79,28,62,11869,3,6.53,1.87,28.3,66
23,65,33,66,7379,11,6.46,1.78,27.8,71
20,78,27,54,14236,11,6.98,1.68,33.1,51
18,60,35,53,11765,7,6.8,1.47,27.5,64
46,63,32,41,12156,4,6.86,1.24,31.1,59
34,43,18,71,15311,6,6.78,1.17,31.5,67
51,66,17,53,8975,3,6.3,1.24,28.6,56
23,76,18,84,20520,6,6.18,2.04,37.1,50
28,48,38,48,10122,5,7.09,1.2,27.7,62
36,48,30,46,13266,4,7.1,1.01,28.9,61
20,71,16,42,8669,11,6.62,1.11,28.3,61
30,79,27,83,10953,4,6.38,2.25,30.8,60
20,57,25,78,10518,9,7.24,1.7,27.3,62
54,75,32,87,12694,2,6.84,2.35,29.7,65
50,54,19,42,4073,4,6.95,0.84,25.1,72
26,73,36,75,12368,7,7.0,2.16,29.0,67
33,56,28,70,11805,6,6.5,1.59,29.6,63
47,62,23,81,12628,4,7.08,1.81,31.0,58
29,43,18,54,16666,3,6.41,0.84,31.2,53
40,70,29,85,8402,3,6.41,2.16,29.8,48
53,63,23,85,17102,0,6.87,1.91,32.7,60
53,55,37,73,11930,2,6.73,1.8,30.4,56
36,44,38,74,14970,1,7.15,1.62,33.0,46
25,40,27,51,17762,5,6.86,0.9,34.2,51
39,66,16,75,15841,4,6.58,1.64,32.4,55
52,76,33,41,12341,1,6.86,1.51,30.6,51
34,58,37,62,4059,5,6.98,1.64,23.6,67
30,77,26,56,12151,5,6.59,1.68,29.9,65
48,52,35,63,8145,4,6.84,1.51,27.4,57
24,76,22,71,13112,8,6.55,1.87,29.6,55
30,71,23,86,13832,5,6.71,2.08,34.2,55
24,65,25,68,8109,10,6.85,1.66,26.1,67
31,66,26,40,11923,5,6.72,1.17,29.8,61
42,67,32,63,8839,3,6.71,1.74,28.8,63
33,40,34,42,12985,4,6.22,0.86,30.7,58
29,73,37,52,11656,3,6.87,1.74,29.6,54
51,71,15,63,16235,3,6.45,1.49,34.6,52
32,75,36,73,6094,5,6.84,2.16,25.8,64
53,42,33,58,17229,2,6.71,1.19,32.2,62
21,61,15,85,13858,8,6.84,1.72,29.7,57
30,69,34,88,12564,6,7.05,2.29,31.4,56
41,52,18,53,11894,2,6.96,1.0,29.4,65
18,70,25,64,19685,7,6.34,1.68,34.3,51
39,70,30,86,11813,0,6.42,2.2,30.8,56
18,42,22,86,13039,8,7.06,1.51,29.6,63
51,61,28,74,17547,3,6.34,1.76,34.7,54
31,65,19,88,10399,6,6.33,1.93,28.3,73
23,45,35,73,8718,8,6.7,1.57,28.2,62
50,42,38,85,12249,1,7.16,1.8,30.2,68
47,68,33,67,12809,0,6.81,1.85,32.9,58
39,72,15,78,15064,0,6.96,1.8,32.3,59
26,59,24,59,10564,6,6.63,1.36,28.8,55
18,66,39,40,9218,8,7.3,1.41,27.1,63
46,50,36,80,12659,0,6.44,1.81,31.3,60
26,67,18,58,14632,6,6.48,1.38,32.0,47
40,41,28,43,10711,0,6.64,0.79,30.3,50
38,63,36,55,13837,1,7.07,1.59,31.0,57
40,65,18,74,13839,1,6.49,1.64,30.8,55
23,40,38,62,18746,7,6.49,1.32,33.8,54
33,44,30,76,4757,4,6.55,1.51,26.3,75
32,48,18,84,14835,3,6.91,1.51,32.0,53
28,75,22,44,16147,4,6.43,1.34,34.4,52
30,58,34,67,16610,7,6.78,1.68,33.7,58
48,48,15,75,10796,1,7.03,1.28,29.0,61
23,42,19,50,14727,11,6.75,0.77,30.9,57
51,69,17,50,8481,3,6.62,1.24,26.7,67
47,42,26,55,9180,2,6.97,1.0,26.5,66
29,62,20,63,4000,4,6.71,1.41,25.4,65
28,64,23,69,21215,6,6.95,1.62,35.5,59
23,73,35,73,8836,11,6.63,2.1,28.7,63
27,52,18,79,12580,7,6.94,1.49,28.5,61
19,49,19,66,10728,10,6.54,1.2,28.2,56
50,51,17,40,14972,2,5.96,0.71,33.7,50
25,49,26,85,14086,4,6.77,1.7,31.6,53
51,66,36,75,11292,4,6.39,2.02,31.9,59
32,69,17,46,13961,6,6.98,1.17,30.8,55
48,54,32,69,13971,0,6.81,1.6,31.6,54
29,49,32,77,8136,3,6.57,1.66,28.7,60
51,65,33,87,9791,0,6.24,2.18,28.7,60
22,69,24,68,14978,6,6.56,1.72,32.3,51
44,73,26,64,14371,0,7.14,1.76,30.9,49
20,54,29,75,7700,7,6.68,1.66,27.2,58
34,40,20,76,8968,4,7.2,1.24,27.2,56
38,52,23,64,6888,1,6.72,1.3,23.8,75
22,62,20,63,18540,11,6.52,1.41,34.1,58
24,65,15,85,7248,7,7.06,1.8,26.6,64
23,48,24,48,12403,7,6.58,0.94,28.2,65
48,59,23,58,4956,1,6.67,1.32,25.5,65
35,71,29,52,15992,0,6.46,1.55,31.7,54
42,75,31,78,5303,3,6.77,2.16,25.2,58
37,73,23,74,15708,3,6.63,1.89,34.1,52
52,61,32,88,15468,0,6.73,2.1,34.0,46
28,61,21,83,17250,3,6.8,1.8,33.4,51
36,62,19,80,15538,4,6.65,1.72,33.1,62
36,55,31,73,11376,4,6.86,1.68,30.0,56
18,67,31,42,6284,10,6.37,1.32,26.4,65
38,57,35,69,5391,2,6.51,1.72,25.9,59
40,50,28,82,10967,1,7.07,1.7,29.5,58
53,60,16,63,9194,3,6.92,1.3,27.7,62
35,50,38,42,10186,2,6.47,1.13,30.3,54
25,53,32,77,7195,6,7.35,1.74,26.2,72
18,43,35,49,16392,11,6.9,1.07,33.5,57
28,77,23,65,13741,7,6.92,1.8,29.6,62
54,70,39,44,7813,2,7.24,1.57,27.5,65
35,64,26,73,10724,0,6.87,1.76,30.7,55
26,78,31,81,10985,5,6.38,2.27,29.4,58
51,59,24,87,14479,4,7.3,1.89,32.8,52
51,76,39,55,15471,3,6.65,1.89,33.0,64
50,64,18,69,15549,2,6.95,1.53,34.0,54
28,66,37,63,11776,7,6.71,1.81,29.0,59
30,48,39,57,13060,3,6.37,1.4,33.0,56
18,62,27,81,8251,11,6.7,1.89,25.7,61
35,65,31,51,13996,0,6.59,1.45,31.3,54
32,75,18,76,4243,5,6.47,1.87,22.6,63
46,42,30,68,11168,4,6.78,1.32,26.2,61
23,74,19,79,10769,7,6.48,1.93,30.0,57
42,67,33,47,10584,1,6.65,1.45,30.8,63
40,60,34,43,11584,4,6.23,1.26,28.7,61
52,54,36,79,8446,1,6.89,1.87,26.2,61
47,76,17,76,12388,2,6.84,1.87,31.6,64
37,56,31,61,15344,2,6.71,1.47,31.8,62
26,58,16,54,10714,3,6.3,1.09,30.0,63
36,48,20,67,11469,0,6.54,1.22,28.3,67
34,74,39,73,17942,3,6.86,2.2,35.8,54
30,62,35,45,11782,5,6.77,1.36,28.3,75
43,72,15,81,5347,0,6.45,1.85,25.1,69
52,51,28,87,7406,3,6.58,1.81,26.6,72
38,46,38,50,11082,2,7.1,1.2,29.6,63
26,55,15,45,16603,7,6.45,0.84,33.6,57
52,42,18,49,4000,0,7.05,0.73,23.0,64
52,75,29,50,9154,3,7.1,1.59,28.3,58
37,69,24,53,15658,2,6.91,1.43,30.2,51
24,50,35,63,18282,7,6.47,1.47,32.5,54
21,70,25,75,9623,6,6.88,1.89,29.7,62
40,76,28,49,17260,2,6.88,1.57,34.9,51
27,42,16,77,16503,6,6.88,1.22,32.0,53
53,56,29,68,14332,2,6.46,1.57,32.1,51
28,70,28,63,10578,6,7.15,1.72,29.6,59
49,49,16,50,14879,1,6.46,0.84,30.8,57
49,67,23,72,11662,4,6.93,1.74,30.9,62
49,53,35,75,10951,1,6.8,1.76,30.2,62
54,68,39,46,12737,4,7.44,1.57,28.5,57
52,70,25,49,11497,1,6.89,1.4,30.9,45
29,56,34,49,12156,7,6.6,1.3,31.0,51
23,72,18,82,14008,10,6.66,1.93,33.6,49
33,63,15,79,11547,7,7.06,1.64,30.0,54
36,61,26,51,9206,2,6.54,1.28,28.5,61
53,62,21,42,10780,2,6.9,1.03,29.4,53
26,58,36,73,15078,6,6.94,1.83,33.3,47
40,66,15,51,8157,3,6.72,1.17,27.7,56
54,44,28,86,11886,3,6.93,1.66,27.1,53
41,64,27,51,9732,4,6.24,1.36,27.6,64
46,73,18,87,13405,4,7.18,2.04,30.6,59
37,62,16,57,10573,2,6.68,1.22,28.2,60
26,64,17,80,5148,4,6.49,1.72,24.7,68
34,65,26,62,4597,5,7.04,1.57,23.3,68
47,57,33,52,14036,0,6.64,1.36,31.1,57
38,72,17,49,18154,4,6.55,1.28,34.4,48
23,64,39,40,15651,9,6.82,1.38,31.4,57
27,55,23,83,9257,3,7.21,1.72,28.3,55
30,67,18,70,19474,3,6.91,1.6,36.6,48
30,59,25,84,11918,7,6.64,1.85,29.7,59
54,79,27,71,12297,0,6.16,2.02,29.0,63
30,66,39,63,6320,7,6.71,1.85,25.3,75
28,70,30,59,16477,4,6.69,1.68,33.5,49
29,62,16,85,8006,3,6.3,1.76,26.8,67
30,78,39,65,16533,4,7.22,2.12,33.5,61
35,48,37,84,11920,2,6.77,1.87,30.4,59
24,46,20,47,13902,8,6.94,0.8,30.7,56
30,56,18,86,14568,4,5.99,1.7,32.7,59
53,58,21,54,7846,3,6.16,1.19,24.6,67
25,44,33,63,15053,3,6.93,1.32,34.2,53
27,77,39,61,14276,5,6.75,2.02,31.7,60
25,58,25,81,14112,6,6.59,1.78,32.3,51
26,53,25,73,8020,7,6.8,1.53,25.3,67
42,41,20,66,10296,0,6.92,1.07,27.6,50
50,45,31,88,15517,4,6.01,1.78,35.1,48
29,60,27,48,12756,6,6.56,1.22,29.2,63
35,52,32,67,15226,0,7.04,1.53,33.4,57
39,58,30,75,5042,2,6.76,1.76,24.6,70
25,73,30,48,6330,4,6.53,1.53,26.8,62
18,51,18,70,16058,7,7.05,1.3,31.9,56
26,47,39,47,18643,3,6.4,1.19,35.2,53
21,60,25,87,15966,10,7.02,1.93,32.6,55
37,58,24,80,7003,0,6.44,1.74,25.8,74
27,59,31,83,15400,6,6.87,1.95,31.9,55
29,48,32,68,12353,4,6.55,1.47,29.7,58
45,42,37,55,12190,4,6.89,1.2,30.4,49
44,40,15,68,16616,1,6.7,1.0,32.2,46
39,67,19,56,13484,2,6.99,1.36,30.1,57
51,59,18,54,15668,1,6.78,1.15,31.7,46
45,71,23,64,11208,1,6.76,1.66,29.8,53
29,64,37,49,14593,7,6.82,1.51,32.1,60
30,67,38,85,12959,5,6.91,2.27,29.3,51
49,53,33,73,10960,0,6.83,1.68,28.5,70
47,43,16,78,15733,2,6.83,1.26,34.7,51
47,65,31,81,7569,1,6.8,2.02,27.2,61
39,78,16,66,12604,1,6.71,1.7,31.3,58
52,76,18,61,12086,3,6.61,1.6,30.8,59
54,72,20,68,11865,4,6.59,1.7,32.2,48
52,49,20,65,11694,0,6.89,1.2,28.9,58
36,67,33,64,11992,2,7.16,1.78,28.5,60
30,77,35,88,9640,7,6.4,2.46,26.8,66
34,48,32,75,11692,5,6.5,1.6,30.8,58
20,47,39,65,15510,7,6.3,1.53,33.8,56
37,54,28,83,18877,1,6.23,1.8,34.7,54
18,58,27,89,4000,7,6.93,1.97,22.5,72
43,71,15,52,15313,3,6.52,1.28,33.3,53
44,46,22,41,15585,1,6.81,0.73,31.5,64
19,63,35,86,14396,9,6.5,2.16,31.7,52
40,69,20,66,17393,0,6.89,1.6,34.5,60
35,48,26,73,17595,4,6.58,1.45,32.2,55
36,55,24,78,8083,4,6.13,1.64,26.6,61
39,53,27,61,13361,1,7.21,1.34,30.2,58
22,41,17,69,7755,7,6.57,1.07,28.5,61
40,65,35,45,9780,2,6.56,1.41,27.6,59
48,42,22,86,9258,2,6.5,1.51,27.8,59
32,71,29,53,13173,4,6.63,1.57,31.2,60
45,54,17,77,16431,1,6.9,1.47,32.8,49
42,59,18,84,11294,0,6.69,1.72,30.2,58
47,53,26,67,13549,0,6.48,1.43,31.9,53
22,76,31,69,17760,6,6.52,2.0,32.7,56
29,60,16,80,15459,6,7.14,1.62,32.1,59
43,50,34,81,7434,4,6.38,1.8,27.6,65
43,70,34,84,11408,1,6.18,2.23,29.9,60
53,62,18,53,10446,4,6.99,1.19,27.6,64
25,63,20,44,17023,3,6.87,1.07,34.9,56
41,77,22,62,12499,1,6.51,1.72,31.6,63
34,44,33,43,19389,7,6.34,0.94,35.9,46
53,68,18,80,21061,1,6.71,1.81,36.0,55
52,58,18,61,16849,2,6.56,1.26,33.3,52
40,53,38,80,10880,4,6.77,1.91,29.1,58
42,46,26,70,10950,3,7.14,1.36,29.1,52
29,75,33,82,8214,7,6.31,2.27,26.7,57
20,47,31,83,7920,11,6.95,1.72,27.3,63
27,78,25,62,8424,3,6.39,1.8,27.6,55
50,77,32,88,21284,0,7.49,2.4,33.6,49
47,77,21,86,7478,0,6.9,2.16,26.6,62
45,50,17,86,13886,0,6.75,1.57,29.4,63
52,74,19,52,14522,1,6.42,1.41,32.0,55
35,77,28,87,16627,3,6.28,2.31,33.3,45
26,77,16,52,7074,3,6.43,1.41,27.1,61
30,53,32,77,8142,5,6.55,1.74,27.8,62
36,76,29,47,12109,0,6.54,1.55,30.4,65
31,58,22,44,11585,7,6.83,1.01,30.8,56
46,77,24,63,13792,3,7.12,1.78,29.1,60
49,79,21,45,12547,2,6.96,1.41,28.2,55
42,47,19,68,12490,3,7.25,1.2,29.7,61
41,49,34,58,14091,0,6.9,1.34,31.1,59
52,46,28,51,6233,0,6.58,1.03,26.5,58
42,51,39,64,12725,3,6.58,1.59,30.8,57
34,54,26,48,6469,7,6.68,1.09,28.0,57
21,46,34,56,11299,7,6.81,1.24,29.7,60
29,42,39,77,5798,6,7.05,1.66,27.5,65
50,44,33,82,12123,0,6.78,1.68,30.0,54
37,65,31,53,7743,0,6.17,1.49,26.8,61
49,61,16,61,11742,2,6.99,1.28,32.8,56
25,68,34,57,14599,3,6.59,1.68,33.0,61
43,46,26,54,4931,1,7.27,1.05,24.8,71
39,58,23,68,8506,4,6.28,1.49,28.5,55
53,78,33,70,6323,3,6.6,2.1,25.8,65
39,79,35,66,5626,0,7.21,2.08,27.5,63
18,54,24,46,10722,7,6.79,1.01,29.8,61
38,72,32,67,13875,1,6.38,1.91,30.1,59
42,71,25,70,11212,4,6.05,1.81,28.3,62
19,40,38,75,9727,9,6.98,1.57,28.7,62
51,55,27,69,7920,0,7.2,1.53,29.0,66
45,74,16,84,9828,1,6.67,1.97,29.1,65
41,73,28,66,12191,1,6.45,1.83,29.0,66
50,44,23,56,9817,4,6.49,1.0,29.9,53
20,79,27,87,9481,11,5.98,2.33,28.8,52
47,59,38,68,10393,0,7.19,1.8,28.6,58
24,76,20,75,12934,8,6.38,1.91,30.2,61
19,79,16,84,12629,8,6.29,2.06,31.8,58
52,77,23,89,17108,4,6.96,2.25,33.8,53
49,44,35,80,14026,3,6.52,1.68,31.0,55
40,63,28,89,11442,1,6.49,2.08,28.5,58
41,48,28,40,16174,4,6.21,0.86,30.6,61
41,49,33,46,6594,1,7.3,1.09,25.4,64
35,59,27,68,5616,2,7.14,1.59,24.9,69
23,52,21,45,12598,9,6.14,0.9,31.4,57
54,61,32,69,12510,4,6.49,1.74,29.6,51
51,47,23,68,9467,1,6.27,1.28,27.6,56
53,47,34,43,14293,4,6.88,1.01,28.8,57
26,61,25,48,5450,3,6.28,1.2,26.6,63
45,63,21,61,14279,1,6.79,1.41,30.6,53
26,41,15,56,16083,5,6.47,0.79,33.7,53
29,79,36,52,19714,7,6.76,1.83,34.2,55
26,74,31,81,14831,7,6.2,2.2,33.4,54
41,63,30,76,16319,2,6.72,1.87,32.7,54
52,78,18,41,12706,0,6.88,1.26,31.1,56
36,76,29,51,16380,3,6.53,1.62,33.0,56
48,70,24,47,10414,0,6.71,1.34,28.7,69
36,50,38,77,7911,0,6.95,1.8,27.6,56
21,64,24,71,11327,9,6.01,1.68,30.1,57
26,58,39,54,8926,5,6.88,1.53,27.5,61
36,59,24,78,9339,4,6.61,1.72,28.3,59
50,53,15,73,15236,1,6.2,1.34,30.4,52
35,50,27,67,17386,0,6.39,1.4,36.0,52
43,76,31,40,13639,3,7.19,1.45,31.5,55
50,79,35,52,10145,4,6.43,1.81,28.7,57
31,44,23,63,11266,6,6.56,1.13,30.1,61
51,78,32,62,15130,0,6.69,1.93,34.3,49
40,74,24,83,13385,0,6.55,2.1,31.0,66
49,67,28,66,19072,0,6.88,1.72,33.4,57
24,46,29,76,13353,8,7.01,1.53,30.5,66
29,54,15,48,7719,3,6.78,0.88,26.5,54
23,66,33,78,5537,6,7.36,2.02,26.8,68
22,50,37,86,12873,9,6.53,1.95,30.1,60
20,40,32,82,4000,6,6.32,1.59,24.6,65
25,58,21,66,13031,6,7.13,1.41,30.9,53
19,79,37,60,10965,10,6.36,2.0,29.8,54
54,74,21,75,9162,1,6.13,1.89,29.1,60
35,56,24,75,10640,2,6.71,1.6,29.0,59
24,53,15,48,17936,8,6.94,0.86,35.4,48
47,55,19,78,16043,0,6.45,1.55,32.3,54
49,68,18,66,8495,1,6.77,1.55,27.5,61
19,65,21,64,4131,11,6.19,1.51,23.7,67
18,55,18,88,10192,6,6.87,1.72,27.6,67
32,52,23,84,20912,7,7.28,1.68,35.4,48
39,79,29,50,9429,3,7.27,1.66,27.2,76
51,74,22,74,8870,4,6.86,1.89,27.7,68
44,78,24,51,15669,0,6.35,1.57,32.1,58
38,67,32,49,6892,2,6.82,1.47,27.0,61
